Style,Color,6,8,10,12,14,16,18,14w,16w,18w,20w,22w,24w,26w,28w,30w,32w,S,M,L,XL,1X,2X
D1505,OLIVE,,,,,,,4,7,7,7,3,5,3,,,,,,,,,,
D1505W,OLIVE,,,,,,,,7,7,7,3,5,3,,,,,,,,,,
G0842,WHITE/TURQUOISE,,7,,,,,,,,,,,,,,,,,,,,,
G0844,WHITE,,,4,,6,,6,,,,6,,,,,,,,,,,,
G0844,GOLD/BLACK,,,7,6,,,,,,,,7,,,,,,,,,,,
G0844,SILVER,,,,7,,,,5,,,,,,5,,,,,,,,,
G0844,CHAMPAGNE,,,,4,3,1,1,,,,,,,,,,,,,,,,
G0844,ICE BLUE,,,,,,,,,,5,,,4,,,,,,,,,,
G0844,BLACK,,,,,,,,,,,,4,,,,,,,,,,,
G0844W,SILVER,,,,,,,,5,,,,,,5,,,,,,,,,
G0844W,ICE BLUE,,,,,,,,,,5,,,4,,,,,,,,,,
G0844W,GOLD/BLACK,,,,,,,,,,,,7,,,,,,,,,,,
G0844W,WHITE,,,,,,,,,,,6,,,,,,,,,,,,
G0844W,BLACK,,,,,,,,,,,,4,,,,,,,,,,,
G1007,WHITE,,,,,,,5,,,3,3,6,7,7,,,,,,,,,
G1007,RED,,3,6,,,,,,5,,,7,,,,,,,,,,,
G1007,PINK,,,1,5,1,,2,,,,,,,,,,,,,,,,
G1007,GOLD,,,6,,,,,,,,,,,,,,,,,,,,
G1007,BLACK,,,,,,,,,,,,,,4,,,,,,,,,
G1007,CHOCOLATE,,,2,,,,,,,,,,,,,,,,,,,,
G1007,LAVENDER,,2,,,,,,,,,,,,,,,,,,,,,
G1007W,WHITE,,,,,,,,,,3,3,6,7,7,,,,,,,,,
G1007W,RED,,,,,,,,,5,,,7,,,,,,,,,,,
G1007W,BLACK,,,,,,,,,,,,,,4,,,,,,,,,
G1011,WHITE,,3,,,,,,,,,,,4,,,,,,,,,,
G1011,CHAMPAGNE,,4,,,,,,,,,,,,,,,,,,,,,
G1011,RED,,4,,,,,,,,,,,,,,,,,,,,,
Style,Color,6,8,10,12,14,16,18,14w,16w,18w,20w,22w,24w,26w,28w,30w,32w,S,M,L,XL,1X,2X
G1011W,WHITE,,,,,,,,,,,,,4,,,,,,,,,,
G1018,GINGER,,,,,,,,,3,2,3,,7,1,,,,,,,,,
G1018,CRANBERRY,,,,,,,,,,,1,3,1,5,,,,,,,,,
G1018,WHITE,,,,,,,,,,,,,6,,,,,,,,,,
G1018,BLACK,,,1,1,,,1,,1,,,1,,,,,,,,,,,
G1018,SOFT PINK,,,,,,,,,,,,,,,4,,,,,,,,
G1018,PURPLE,,,,,,1,1,,,,,,,,,,,,,,,,
G1018,NAVY,,,,,,,,,,,,,1,,,,,,,,,,
G1018W,GINGER,,,,,,,,,3,2,3,,7,1,,,,,,,,,
G1018W,CRANBERRY,,,,,,,,,,,1,3,1,5,,,,,,,,,
G1018W,WHITE,,,,,,,,,,,,,6,,,,,,,,,,
G1018W,SOFT PINK,,,,,,,,,,,,,,,4,,,,,,,,
G1018W,BLACK,,,,,,,,,1,,,1,,,,,,,,,,,
G1018W,NAVY,,,,,,,,,,,,,1,,,,,,,,,,
G1041,PURPLE,,,4,,,4,,2,,,3,,6,,,,,,,,,,
G1041W,PURPLE,,,,,,,,2,,,3,,6,,,,,,,,,,
G1045,LIME/BLACK,,,,4,,,7,4,,,,,5,,,,,,,,,,
G1045,HOT PINK/BLACK,,,,5,,,,,,,,,,,,,,,,,,,
G1045,ROYAL/BLACK,,,2,,,,,,,,,,,,,,,,,,,,
G1045W,LIME/BLACK,,,,,,,,4,,,,,5,,,,,,,,,,
G1051,GOLD,,,,,,2,,1,4,4,,,3,,,,,,,,,,
G1051W,GOLD,,,,,,,,1,4,4,,,3,,,,,,,,,,
G1055,NAVY/WHITE,,,,,,1,,,7,,,,,,,,,,,,,,
G1055W,NAVY/WHITE,,,,,,,,,7,,,,,,,,,,,,,,
G1056,PURPLE/WHITE,,,2,7,,,,,,5,,,,,,,,,,,,,
G1056W,PURPLE/WHITE,,,,,,,,,,5,,,,,,,,,,,,,
G1060,OFF WHITE,,,,,3,1,1,1,4,3,,,4,,,,,,,,,,
G1060,LAVENDER,,,,,2,2,,,,,,,,,,,,,,,,,
G1060W,OFF WHITE,,,,,,,,1,4,3,,,4,,,,,,,,,,
G1062,FUCHSIA,,1,4,,,,,,,,,,,,,,,,,,,,
G1062,MUSTARD,,,,,,,,,,,,,5,,,,,,,,,,
G1062W,MUSTARD,,,,,,,,,,,,,5,,,,,,,,,,
G1064,BLACK,,,,6,,,,,,,,,,,,,,,,,,,
Style,Color,6,8,10,12,14,16,18,14w,16w,18w,20w,22w,24w,26w,28w,30w,32w,S,M,L,XL,1X,2X
G1065W,BLACK,,,,,,,,,,4,6,5,5,,,,,,,,,,
G1066,MUSTARD,,,3,5,1,,5,7,,,,,2,,,,,,,,,,
G1066,FUCHSIA,,,3,2,5,,4,,,,,5,,,,,,,,,,,
G1066W,MUSTARD,,,,,,,,7,,,,,2,,,,,,,,,,
G1066W,FUCHSIA,,,,,,,,,,,,5,,,,,,,,,,,
G1067,NAVY/GREEN,,,6,,,,,,,,,,,,,,,,,,,,
G1067,PURPLE/GOLD,,,3,,,,,,,,,,,,,,,,,,,,
G1068,NAVY/GREEN,,5,,,,,,,,,,,,,,,,,,,,,
G1068,RED/BLACK,,5,,,,,,,,,,,,,,,,,,,,,
G1069,CINNAMON/TAUPE,,,7,,,,,,,,,,,,,,,,,,,,
G1069A,WHITE,,,,,,,,5,,5,,,6,,,,,,,,,,
G1069AW,WHITE,,,,,,,,5,,5,,,6,,,,,,,,,,
G1070,RED,,,2,2,,,7,3,,,6,6,5,1,,,,,,,,,
G1070,PURPLE,,,,1,7,7,3,,,,2,1,6,,,,,,,,,,
G1070W,RED,,,,,,,,3,,,6,6,5,1,,,,,,,,,
G1070W,PURPLE,,,,,,,,,,,2,1,6,,,,,,,,,,
G1072,WHITE,,,,2,7,5,1,,2,3,4,5,2,,,,,,,,,,
G1072,APPLE GREEN,,,1,2,1,1,,2,,,7,,4,,,,,,,,,,
G1072,PURPLE,,,,,,,,,,,4,,2,,,,,,,,,,
G1072W,WHITE,,,,,,,,,2,3,4,5,2,,,,,,,,,,
G1072W,APPLE GREEN,,,,,,,,2,,,7,,4,,,,,,,,,,
G1072W,PURPLE,,,,,,,,,,,4,,2,,,,,,,,,,
G1074,APPLE GREEN,,,3,,,,,3,,,,,,2,,,,,,,,,
G1074W,APPLE GREEN,,,,,,,,3,,,,,,2,,,,,,,,,
G1081,BLACK,,,1,7,,,7,,,,,,4,,,,,,,,,,
G1081,RED,,3,,,,,,,,,,,,,,,,,,,,,
G1081W,BLACK,,,,,,,,,,,,,4,,,,,,,,,,
G1082,WHITE/BLACK,,,,5,,2,4,,,4,,6,,,,,,,,,,,
G1082,WHITE/YELLOW,,,,,,,1,,,,,,,,,,,,,,,,
G1082,WHITE/BLACK/RED,,,,,,,,,1,,,,,,,,,,,,,,
G1082W,WHITE/BLACK,,,,,,,,,,4,,6,,,,,,,,,,,
G1082W,WHITE/BLACK/RED,,,,,,,,,1,,,,,,,,,,,,,,
G1083,LAVENDER,,5,,,,,,,,,,,,,,,,,,,,,
Style,Color,6,8,10,12,14,16,18,14w,16w,18w,20w,22w,24w,26w,28w,30w,32w,S,M,L,XL,1X,2X
G1083,WHITE,,4,,,,,,,,,,,,,,,,,,,,,
G1084,LEMON,,7,,,,,,,,,,,,,,,,,,,,,
G1085,MINT,,5,,,,,,,,,,,,,,,,,,,,,
G1085,WHITE,,5,,,,,,,,,,,,,,,,,,,,,
G1086,INDIGO BLUE,,6,,,,,,,,,,,,,,,,,,,,,
G1087,WHITE,,7,,,,,,,,,,,,,,,,,,,,,
G1088,NAVY,,3,7,,6,,6,,6,,,,,,,,,,,,,,
G1088,CHAMPAGNE,,,,,,,1,4,,7,,,,6,,,,,,,,,
G1088,WHITE,,,,,,,,3,,,,,4,4,,,,,,,,,
G1088,SILVER,,2,,,,7,,,,,,,,,,,,,,,,,
G1088,BLACK,,4,2,,,,,,,,,,,,,,,,,,,,
G1088W,CHAMPAGNE,,,,,,,,4,,7,,,,6,,,,,,,,,
G1088W,WHITE,,,,,,,,3,,,,,4,4,,,,,,,,,
G1088W,NAVY,,,,,,,,,6,,,,,,,,,,,,,,
G1093,PINK,,,,1,,,,,,,,,,,,,,,,,,,
G1093,WHITE,,,,,,,,,1,,,,,,,,,,,,,,
G1093W,WHITE,,,,,,,,,1,,,,,,,,,,,,,,
G1095,VIOLET,,1,,,,,,,,,,,,,,,,,,,,,
G1096W,YELLOW,,,,,,,,,,1,,,,,,,,,,,,,
G1097,N/A,,,1,,,,,,,1,,,,,,,,,,,,,
G1097W,N/A,,,,,,,,,,1,,,,,,,,,,,,,
G1098,CHAMPAGNE,,,1,,,,,,,,,,,,,,,,,,,,
G1098,LIME,,,,,,,,,,1,,,,,,,,,,,,,
G1098,YELLOW,,,,,,,,,,1,,,,,,,,,,,,,
G1098W,LIME,,,,,,,,,,1,,,,,,,,,,,,,
G1098W,YELLOW,,,,,,,,,,1,,,,,,,,,,,,,
G1099W,LIME,,,,,,,,,,1,,,,,,,,,,,,,
P1011,WHITE,,,,,,,,,,,,,,,,,,,,,2,,6
P1011,PINK,,,,,,,,,,,,,,,,,,,,,,1,
P1013,BLACK/RED,,,,,,,,,,,,,,,,,,,,,6,,
P1013,RAINBOW,,,,,,,,,,,,,,,,,,,,2,,,
S0710,BLACK,,2,2,1,2,2,2,,,,,,,,,,,,,,,,
S0711,BLACK,,2,3,1,1,2,2,1,,,,,,,,,,,,,,,
Style,Color,6,8,10,12,14,16,18,14w,16w,18w,20w,22w,24w,26w,28w,30w,32w,S,M,L,XL,1X,2X
S0711W,BLACK,,,,,,,,1,,,,,,,,,,,,,,,
S0712,BLACK,,,,,,,1,,1,,,,,,,,,,,,,,
S0712W,BLACK,,,,,,,,,1,,,,,,,,,,,,,,
S0714,CHOCOLATE,,,,,,,1,,,,,,,,,,,,,,,,
T0015,HUNTER GREEN,,5,3,,,,4,,,7,7,3,1,1,,,,,,,,,
T0015W,HUNTER GREEN,,,,,,,,,,7,7,3,1,1,,,,,,,,,
T0074,SILVER MULTI,,,,,1,,3,,,,,,,,,,,,,,,,
T0076,BLACK/WHITE,,6,,,,,,,,,,,6,5,,,,,,,,,
T0076W,BLACK/WHITE,,,,,,,,,,,,,6,5,,,,,,,,,
T0540,IVORY,,7,,,,,,,,,,,,,,,,,,,,,
T0748,LIGHT BLUE,,6,,,,,,,,,,,7,6,,,,,,,,,
T0748W,LIGHT BLUE,,,,,,,,,,,,,7,6,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
