Name,Address,City,State,Zip
Seventh Day Adventist Church,3506 La Salle St,New Orleans,LA,70115
Asia Baptist Church,1400 Sere St,New Orleans,LA,70122
Austerlitz Street Baptist Chr,819 Austerlitz St,New Orleans,LA,70115
Battle Ground Baptist Church,2241 Flood St,New Orleans,LA,70117
Beulah Baptist Church,PO Box 356,Cheneyville,LA,71325
Bibleway Missionary Baptist,3201 Orleans Ave,New Orleans,LA,70119
Branch Bell Baptist Church,1231 Saint Maurice Ave,New Orleans,LA,70117
Calvary Southern Baptist Chr,2401 General Degaulle Dr,New Orleans,LA,70114
Carrollton Avenue Baptist Chr,2528 S Carrollton Ave,New Orleans,LA,70118
Carver Desire Baptist Church,3301 Montegut St,New Orleans,LA,70126
Christian Bible Fellowship,1300 Alvar St,New Orleans,LA,70117
Christian Unity Baptist Church,1700 Conti St,New Orleans,LA,70112
Darryl S Brister Ministries,2140 Mirabeau Ave,New Orleans,LA,70122
Elysian Fields Avenue Baptist,3515 Elysian Fields Ave,New Orleans,LA,70122
Fellowship Missionary Baptist,2101 Prytania St,New Orleans,LA,70130
Fifth African Baptist Church,2616 Louisiana Ave,New Orleans,LA,70115
First Baptist Church,PO Box 220,Starks,LA,70661
First Baptist Church Algiers,501 Opelousas Ave,New Orleans,LA,70114
First Emanuel Baptist Church,1829 Carondelet St,New Orleans,LA,70130
First Free Mission Baptist Chr,426 Lamarque St,New Orleans,LA,70114
First St Luke Baptist Church,4126 Thalia St,New Orleans,LA,70125
First United Baptist Church,131 S Jefferson Davis Pky,New Orleans,LA,70119
Franklin Avenue Baptist Church,2515 Franklin Ave,New Orleans,LA,70117
Gentilly Baptist Church,5141 Franklin Ave,New Orleans,LA,70122
Gloryland Mt Gillion Baptist,1515 Oretha C Haley Blvd,New Orleans,LA,70113
Greater Antioch Full Gospel,818 6th St,New Orleans,LA,70115
Greater Asia Baptist Church,3708 Saint Bernard Ave,New Orleans,LA,70122
Greater Liberty Baptist Chr,1230 Desire St,New Orleans,LA,70117
Greater Little Rock Baptist,4314 America St,New Orleans,LA,70126
Greater Macedonia Baptist Chr,2711 Danneel St,New Orleans,LA,70113
Greater New Home Baptist Chr,1735 Delery St,New Orleans,LA,70117
Greater Providence Baptist Chr,623 Newton St,New Orleans,LA,70114
Greater St Mary Baptist Church,1401 Moeling St,Lake Charles,LA,70601
Household of Faith,10469 Airline Hwy,Gonzales,LA,70737
James Chapel Baptist Church,4228 Thalia St,New Orleans,LA,70125
Lake Forest Baptist Church,8821 Morrison Rd,New Orleans,LA,70127
Lakeview Baptist Church,4520 Tacoma Blvd,Shreveport,LA,71107
Lion of Judah Missionary Bapt,1996 Florida Ave,New Orleans,LA,70119
Mount Tabor Baptist Church,4128 Franklin Ave,New Orleans,LA,70122
Mount Zion Baptist Church,17683 Highway 933,Prairieville,LA,70769
Mt Moriah Baptist Chr Hall,2407 Louisa St,New Orleans,LA,70117
Mt Moriah Missionary Baptist,147 Millaudon St,New Orleans,LA,70118
Mt Zion Community Baptist Ch,1922 Alabo St,New Orleans,LA,70117
Nazarene Baptist Church,1830 Robin St,Baton Rouge,LA,70807
New Birth Baptist Church,3320 Louisa St,New Orleans,LA,70126
New Home Missionary Baptist,PO Box 13927,New Orleans,LA,70185
New Zion Baptist Church,PO Box 1164,Gramercy,LA,70052
Oak Park Baptist Church,1110 Kabel Dr,New Orleans,LA,70131
Old Zion Baptist Church,430 N Johnson St,New Orleans,LA,70112
Pilgrim Rest Baptist Church,20116 Highway 1081,Covington,LA,70435
Pleasant Valley Missionary Chr,3056 Laussat Pl,New Orleans,LA,70117
Pontchartrain Baptist Church,600 Hammond Hwy,New Orleans,LA,70124
Progressive Baptist Church,437 Cohen St,Marrero,LA,70072
Pure Light Baptist Church,3944 Martin Luther King Jr Blvd,New Orleans,LA,70125
Ray Avenue Baptist Church,4712 Ray Ave,New Orleans,LA,70126
Rising Star Missionary Baptist,8817 Hickory St,New Orleans,LA,70118
Riverside Baptist Church-Sbc,9220 Jefferson Hwy,New Orleans,LA,70123
Second Baptist Church,914 N Acadian Thruway W,Baton Rouge,LA,70802
Second Free Mission Baptist,1228 Burdette St,New Orleans,LA,70118
Second Good Shepherd Bapt Ch,600 2nd St,New Orleans,LA,70130
Second Huey Baptist Church,11276 Fernley Dr,New Orleans,LA,70128
Second Mount Carmel Baptist,2601 Dryades St,New Orleans,LA,70113
Second Nazarene Baptist Church,3062 Boyd St,New Orleans,LA,70131
Shiloh Christian Fellowship,2441 N Claiborne Ave,New Orleans,LA,70117
St Bernard Community Baptist,3938 St Bernard Ave,New Orleans,LA,70122
St Charles Avenue Baptist Chr,7100 Saint Charles Ave,New Orleans,LA,70118
St John Baptist Church,3613 Hamburg St,New Orleans,LA,70122
St John Institutional Mission,2538 Jackson Ave,New Orleans,LA,70113
St Mark Baptist Church,PO Box 92,Walker,LA,70785
St Mark's Fourth Baptist Chr,2130 Perdido St,New Orleans,LA,70112
Stronger Hope Baptist Church,PO Box 13654,New Orleans,LA,70185
Suburban Baptist Church,4521 Schindler Dr,New Orleans,LA,70127
True Vine Baptist Church,PO Box 1051,Alexandria,LA,71309
Valence Street Baptist Church,4636 Magazine St,New Orleans,LA,70115
Willing Workers Baptist Church,2715 Washington Ave,New Orleans,LA,70113
Blessed Sacrament Church,5018 Constance St,New Orleans,LA,70115
Center of Jesus the Lord,1236 N Rampart St,New Orleans,LA,70116
Corpus Christi Church,2022 Saint Bernard Ave,New Orleans,LA,70116
Holy Name of Jesus Church,6220 La Salle Pl,New Orleans,LA,70118
Holy Name of Mary Church,500 Eliza St,New Orleans,LA,70114
Holy Spirit Church,6201 Stratford Pl,New Orleans,LA,70131
Immaculate Conception Parish,130 Baronne St,New Orleans,LA,70112
Immaculate Heart of Mary,901 E Elm St,Crowley,LA,70526
Mary Queen of Vietnam Church,PO Box 29745,New Orleans,LA,70189
Mater Dolorosa Church,8128 Plum St,New Orleans,LA,70118
Our Lady of Good Counsel,1307 Louisiana Ave,New Orleans,LA,70115
Our Lady of Lourdes,6305 E Saint Bernard Hwy,Violet,LA,70092
Our Lady Star of Sea Church,1835 Saint Roch Ave,New Orleans,LA,70117
Resurrection of Our Lord Chr,9701 Hammond St,New Orleans,LA,70127
St Andrew the Apostle,3101 Eton St,New Orleans,LA,70131
St Augustine's Church,1210 Governor Nicholls St,New Orleans,LA,70116
St Brigid Parish,13435 Granville St,New Orleans,LA,70129
St David's Church,5617 Saint Claude Ave,New Orleans,LA,70117
St Dominic Church,775 Harrison Ave,New Orleans,LA,70124
St Frances Cabrini Parish,5500 Paris Ave,New Orleans,LA,70122
St Francis De Sales Church,PO Box 37,Echo,LA,71330
St Francis of Assisi Church,818 W 10th St,Donaldsonville,LA,70346
St Gabriel the Archangel Chr,5029 Louisa Dr,New Orleans,LA,70126
St Henry's Church,812 General Pershing St,New Orleans,LA,70115
St James Major,3736 Gentilly Blvd,New Orleans,LA,70122
St John the Baptist Catholic,2361 Highway 18,Edgard,LA,70049
St Julian Eymard Church,2701 Lawrence St,New Orleans,LA,70114
St Maria Goretti,7300 Crowder Blvd,New Orleans,LA,70127
St Mary of the Angels Church,3501 N Miro St,New Orleans,LA,70117
St Matthew the Apostle Church,10021 Jefferson Hwy,New Orleans,LA,70123
St Matthias Church,4230 S Broad St,New Orleans,LA,70125
St Paul the Apostle Church,6828 Chef Menteur Hwy,New Orleans,LA,70126
St Peter Claver Church,1910 Ursulines Ave,New Orleans,LA,70116
St Philip the Apostle Church,3304 Metropolitan St,New Orleans,LA,70126
St Raphael Church,PO Box 849,Iowa,LA,70647
St Raymond Church,3738 Paris Ave,New Orleans,LA,70122
St Rita Church of New Orleans,2729 Lowerline St,New Orleans,LA,70125
St Rose of Lima,2545 Bayou Rd,New Orleans,LA,70119
St Simon Peter Catholic Church,7600 Gannon Rd,New Orleans,LA,70128
St Stephen's Church,1025 Napoleon Ave,New Orleans,LA,70115
Tulane Catholic Ctr,1037 Audubon St,New Orleans,LA,70118
Elysian Fields Church Christ,4636 Elysian Fields Ave,New Orleans,LA,70122
De Gaulle Drive Church-Christ,4700 General Degaulle Dr,New Orleans,LA,70131
Way Jesus Christ Christian Chr,1137 Saint Charles Ave,New Orleans,LA,70130
All Saints Episcopal Church,100 Rex Dr,New Orleans,LA,70123
Christ Church Cathedral Epscpl,2919 Saint Charles Ave,New Orleans,LA,70115
Church of the Annunciation,4505 S Claiborne Ave,New Orleans,LA,70125
St Andrew's Episcopal Church,1031 S Carrollton Ave,New Orleans,LA,70118
St Anna's Episcopal Church,1313 Esplanade Ave,New Orleans,LA,70116
St George's Episcopal Church,4600 St Charles Ave,New Orleans,LA,70115
St Luke's Episcopal Church,8833 Goodwood Blvd,Baton Rouge,LA,70806
St Paul's Episcopal School,6249 Canal Blvd,New Orleans,LA,70124
Trinity Episcopal Church,3464 Morning Glory Ave,Baton Rouge,LA,70808
Beth Israel Congregation,7000 Canal Blvd,New Orleans,LA,70124
Temple Sinai Reform,6227 Saint Charles Ave,New Orleans,LA,70118
Touro Synagogue,4238 Saint Charles Ave,New Orleans,LA,70115
Bethel Lutheran Church,3515 Louisa St,New Orleans,LA,70126
Grace Lutheran Church,422 Valhi Blvd,Houma,LA,70360
Holy Cross Lutheran Church,6154 Press Dr,New Orleans,LA,70126
Norwegian Seamen's Church,1772 Prytania St,New Orleans,LA,70130
Our Savior Lutheran Church,4633 Knight Dr,New Orleans,LA,70127
Prince of Peace Lutheran Chr,9301 Chef Menteur Hwy,New Orleans,LA,70127
Southern Dist Luth Ch Ms Synod,PO Box 8396,New Orleans,LA,70182
St John Lutheran Church,600 University Dr,Lake Charles,LA,70605
St Paul Lutheran Church,2021 Tara Blvd,Baton Rouge,LA,70806
St Paul's Lutheran Church,1625 Annette St,New Orleans,LA,70116
St Stephen Lutheran Church,6336 Berkley Dr,New Orleans,LA,70131
Trinity Lutheran Church,1400 S Post Oak Rd,Sulphur,LA,70663
Unity Temple,3722 Saint Charles Ave,New Orleans,LA,70115
Algiers United Methodist Chr,637 Opelousas Ave,New Orleans,LA,70114
Aurora United Methodist Church,3300 Eton St,New Orleans,LA,70131
Bethany United Methodist Chr,PO Box 26816,New Orleans,LA,70186
Carrollton United Methodist,921 S Carrollton Ave,New Orleans,LA,70118
First Street United Methodist,2309 Dryades St,New Orleans,LA,70113
First United Methodist Church,PO Box 698,LaPlace,LA,70069
Lake Vista United Methodist,6645 Spanish Fort Blvd,New Orleans,LA,70124
Mount Zion United Methodist,PO Box 15600,New Orleans,LA,70175
Mt Zion United Methodist Ch,400 Thayer St,New Orleans,LA,70114
Peck United Methodist Church,3631 Washington Ave,New Orleans,LA,70125
Philips Memorial United Meth,PO Box 13542,New Orleans,LA,70185
Rayne Memorial United Meth,3900 Saint Charles Ave,New Orleans,LA,70115
St James Ame Church,222 N Roman St,New Orleans,LA,70112
Church of Jesus Christ of Lds,2629 Jupiter St,Harvey,LA,70058
Berean Bible Church,3712 Herschel St,New Orleans,LA,70114
Christian Faith Temple,"11000 Morrison Rd, #100",New Orleans,LA,70127
Church of Christ,2801 Enterprise Blvd,Lake Charles,LA,70601
Covenant Church,PO Box 20149,New Orleans,LA,70141
Faith Church,13123 I-10 Service Rd,New Orleans,LA,70128
Gideon Christian Fellowship,3401 Elysian Fields Ave,New Orleans,LA,70122
Hickory Knoll Church of Christ,PO Box 23061,New Orleans,LA,70183
Light City,6117 Saint Claude Ave,New Orleans,LA,70117
Love Outreach Christian Ctr,4840 General Meyer Ave,New Orleans,LA,70131
Mt Carmel Missionary Baptist,2035 Forstall St,New Orleans,LA,70117
New Life Christian Ctr,PO Box 870550,New Orleans,LA,70187
New Life Ministries,PO Box 50906,New Orleans,LA,70150
Praise Church of New Orleans,200 Academy Dr,New Orleans,LA,70124
Smoking for Jesus Ministry,"8001 Chef Menteur Hwy, #103",New Orleans,LA,70126
Upper Room Bible Church,8600 Lake Forest Blvd,New Orleans,LA,70127
Westbank Christian Ctr,PO Box 740053,New Orleans,LA,70174
Youth With A Mission,PO Box 6787,New Orleans,LA,70174
Zion Full Gospel Baptist Chr,2525 Bienville St,New Orleans,LA,70119
Greek Orthodox Cathedral,1200 Robert E Lee Blvd,New Orleans,LA,70122
Apostolic Outreach Ctr,8358 Lake Forest Blvd,New Orleans,LA,70126
Church at New Orleans,11700 Chef Menteur Hwy,New Orleans,LA,70129
First Pentecostal Church,18120 Hosmer Mill Rd,Covington,LA,70435
Full Gospel Church-God-Christ,1031 N Claiborne Ave,New Orleans,LA,70116
House of Faith Church of God,2229 Allen St,New Orleans,LA,70119
Lakeview Christian Ctr,132 Veterans Blvd,New Orleans,LA,70124
Macedonia Full Gospel Baptist,802 3rd St,New Orleans,LA,70130
New Home Full Gospel Mnstrs,PO Box 750998,New Orleans,LA,70175
Pentecostal Church of God,2925 Audubon St,New Orleans,LA,70125
Philadelphia Ministries,5330 Saint Claude Ave,New Orleans,LA,70117
Beecher Memorial United Church,1914 N Miro St,New Orleans,LA,70119
First Trinity United Church,119 N Murat St,New Orleans,LA,70119
Lakeview Presbyterian Church,5914 Canal Blvd,New Orleans,LA,70124
St Charles Avenue Presbyterian,1545 State St,New Orleans,LA,70118
St Matthew United Church,PO Box 850527,New Orleans,LA,70185
Woodland Presbyterian Church,5824 Berkley Dr,New Orleans,LA,70131
First Church Of Nazarene,701 N 4th St,West Monroe,LA,71291
Jerusalem Church Of God-christ,3802 Martin Luther King Jr Blvd,New Orleans,LA,70125
God's Prince Of Protection,2900 Philip St,New Orleans,LA,70113
Thessalonians Church Of God,4224 N Prieur St,New Orleans,LA,70117
Timothy Trumpet Of Truth,3116 Saint Claude Ave,New Orleans,LA,70117
Hollygrove Church Of Christ,2940 Cambronne St,New Orleans,LA,70118
Sikh Society Of South,8433 Morrison Rd,New Orleans,LA,70127
United House Of Prayer,2738 Jackson Ave,New Orleans,LA,70113
Dominican Sisters Of Peace,5660 Bancroft Dr,New Orleans,LA,70122
St Anthony Of Padua Church,4640 Canal St,New Orleans,LA,70119
St Joan Of Arc Church,8321 Burthe St,New Orleans,LA,70118
A Word Of Light Ministries,7506 Garfield St,New Orleans,LA,70118
House Of Prayer Hse Of Prayer,7701 Dwyer Rd,New Orleans,LA,70126
Our Lady Of Guadalupe Chapel,411 N Rampart St,New Orleans,LA,70112
2Nd Missionary Baptist Church,3508 Washington Ave,New Orleans,LA,70125
3Rd Church Of God ,1432 Flood St,New Orleans,LA,70117
4Th Church Of Christ Scientist,134 Polk St,New Orleans,LA,70124
A Word Of Mouth Co,701 Poydras St,New Orleans,LA,70139
Abundant Life Church,206 Edgewood Dr,Denham Springs,LA,70726
Abundant Life Full,9900 Hayne Blvd,New Orleans,LA,70127
Abundant Life Full Gospel,1800 Arts St,New Orleans,LA,70117
Adat Yeshua Synagogue,1501 Hickory Ave,New Orleans,LA,70123
African Christian Fellowship,7531 Chef Menteur Hwy,New Orleans,LA,70126
Advent House,1637 7th St,New Orleans,LA,70115
Algiers Church Of God In Chrst,730 Thayer St,New Orleans,LA,70114
All Saints Convent,1343 Teche St,New Orleans,LA,70114
All Saints Church,2435 Drusilla Ln,Baton Rouge,LA,70809
All Souls Episcopal Church,5500 Saint Claude Ave,New Orleans,LA,70117
Alternative Wedding Services,144 S Hennessey St,New Orleans,LA,70119
Amozion Baptist Church,907 Deslonde St,New Orleans,LA,70117
Anchor Of Hope Church Of God,4304 America St,New Orleans,LA,70126
Arch Diocese Of New Orleans,2801 Pine St,New Orleans,LA,70125
Archbishop Antoine Blanc Meml,1100 Chartres St,New Orleans,LA,70116
Archdiocesan Cemeteries,1000 Howard Ave,New Orleans,LA,70113
Archdiocese Of New Orleans,7887 Walmsley Ave,New Orleans,LA,70125
Archdiocese-new Orleans Pace,4219 N Rampart St,New Orleans,LA,70117
Asbury United Methodist Church,101 Live Oak Dr,Lafayette,LA,70503
Seventh-Day Adventist Church,PO Box 31000,Shreveport,LA,71130
Antioch Baptist Church,2778 Billups Ln,Brusly,LA,70719
Baptist Bible Fellowship,4700 Hollywood Ave,Shreveport,LA,71109
Bethlehem Baptist Church,PO Box 2241,Reserve,LA,70084
Bright Star Baptist Church,2415 Hearne Ave,Shreveport,LA,71103
Broadacres Baptist Church,PO Box 29399,Shreveport,LA,71149
Broadmoor Baptist Church,9755 Goodwood Blvd,Baton Rouge,LA,70815
Brookwood Baptist Church,9014 Brookwood Church Way,Shreveport,LA,71106
Calvary Baptist Church,1615 Old Spanish Trl,Slidell,LA,70458
Ellerbe Road Baptist Church,10705 Ellerbe Rd,Shreveport,LA,71106
Emmanuel Baptist Church,PO Box 1257,Eunice,LA,70535
Evergreen Baptist Church,PO Box 16192,Lake Charles,LA,70616
Evergreen Missionary Bapt Chr,8510 Range Ln,Shreveport,LA,71106
First Baptist Chr of Cedar Grv,6906 Henderson Ave,Shreveport,LA,71106
Galilee Baptist Church,11050 Greenwell Springs Port Hudson Rd,Zachary,LA,70791
Greater Hope Baptist Church,4355 Greenwood Rd,Shreveport,LA,71109
Greenwood Acres Full Gospel,PO Box 7685,Shreveport,LA,71137
Haynes Avenue Baptist Church,610 Haynes Ave,Shreveport,LA,71105
Hopewell Baptist Church,2100 C E Galloway Blvd,Shreveport,LA,71104
Ingleside Baptist Church,4000 Velva Ave,Shreveport,LA,71109
Jewell Street Baptist Church,2502 Darien St,Shreveport,LA,71103
Lake Bethlehem Baptist Church,2842 Dr Martin Luther King Dr,Shreveport,LA,71107
Lakeside Baptist Church,722 Grand Ave,Shreveport,LA,71101
Linwood Baptist Church,1622 Midway St,Shreveport,LA,71108
Little Union Baptist Church,1846 Milam St,Shreveport,LA,71103
Mary Evergreen Baptist Church,420 E 85th St,Shreveport,LA,71106
Midway Baptist Church,27264 S Satsuma Rd,Livingston,LA,70754
Morning Star Baptist Church,303 Carol St,Thibodaux,LA,70301
Morningside Baptist Church,8900 Kingston Rd,Shreveport,LA,71118
Mt Canaan Baptist Church,1666 Alston St,Shreveport,LA,71101
Mt Moriah Baptist Church,1076 N 39th St,Baton Rouge,LA,70802
Mt Olive Baptist Church,740 Turner Ln,Shreveport,LA,71106
Mt Olive Mssnry Baptist Church,9860 Greenwood-Springridge Rd,Shreveport,LA,71129
Mt Sinai Baptist Church,1960 Laurel St,Shreveport,LA,71103
New Elizabeth Missionary Bapt,2332 Jewella Ave,Shreveport,LA,71109
New Hope Baptist Church,763 Elmer Rd,Elmer,LA,71424
New Life Baptist Church,1870 Jewella Ave,Shreveport,LA,71109
North Shreve Baptist Church,4930 Old Mooringsport Rd,Shreveport,LA,71107
Northwoods Baptist Church,5924 N Market St,Shreveport,LA,71107
Paige Chapel Baptist Church,7711 Jefferson Paige Rd,Shreveport,LA,71119
Parkview Baptist Church,PO Box 469,Sulphur,LA,70664
Peaceful Rest Baptist Church,8200 Saint Vincent Ave,Shreveport,LA,71106
Pinecroft Baptist Church,8002 Jewella Ave,Shreveport,LA,71108
Pleasant Hill Baptist Church,4670 Lakeshore Dr,Shreveport,LA,71109
Praise Temple Full Gospel Bapt,4725 Greenwood Rd,Shreveport,LA,71109
Providence Baptist Church,11708 Providence Rd,Shreveport,LA,71129
Rose Park Baptist Church,5560 Buncombe Rd,Shreveport,LA,71129
Shreve City Baptist Church,2810 Knight St,Shreveport,LA,71104
Shreveport Baptist Temple,288 Flournoy Lucas Rd,Shreveport,LA,71106
Southside Baptist Church,1700 Lee Dr,Baton Rouge,LA,70808
Springs of Grace Baptist Chr,6300 Hearne Ave,Shreveport,LA,71108
St Rest Baptist Church,PO Box 241,Minden,LA,71058
Steeple Chase Baptist Church,7016 Steeple Chase Plaza Dr,Shreveport,LA,71129
Summer Grove Baptist Church,PO Box 8669,Shreveport,LA,71148
Tabernacle Baptist Church,PO Box 9063,Monroe,LA,71211
Temple Baptist Church,7616 Highway 165 N,Monroe,LA,71203
Trinity Baptist Church,214 Reagan St,West Monroe,LA,71292
Trinity Heights Baptist Church,3820 Old Mooringsport Rd,Shreveport,LA,71107
Union Spring Baptist Church,702 W 71st St,Shreveport,LA,71106
Western Hills Baptist Church,4153 Pines Rd,Shreveport,LA,71119
Westside Baptist Church,1138 Lawless Tauzin Dr,Breaux Bridge,LA,70517
Willow Chute Baptist Church,2645 Dr Martin Luther King Dr,Shreveport,LA,71107
Willow Point Baptist Church,5500 S Lakeshore Dr,Shreveport,LA,71119
Woodridge Baptist Church,850 E Bert Kouns Industrial Loop,Shreveport,LA,71106
Holy Rosary Parish Chr ,1755 Corbitt St,Shreveport,LA,71108
Holy Trinity Catholic Church,PO Box 144,Shreveport,LA,71161
Our Lady of the Blessed Scrmnt,1558 Buena Vista St,Shreveport,LA,71101
Sacred Heart Church,15300 W Main St,Cut Off,LA,70345
Saint John Berchmans Cathedral,939 Jordan St,Shreveport,LA,71101
St Catherine Church,331 E 71st St,Shreveport,LA,71106
St Joseph Catholic Church,PO Box 519,Galliano,LA,70354
St Pius X Catholic Church,6380 Hooper Rd,Baton Rouge,LA,70811
Kings Highway Christian Church,806 Kings Hwy,Shreveport,LA,71104
Southern Hills Chr of Christ,9080 Southwood Dr,Shreveport,LA,71118
University Church of Christ,2045 E 70th St,Shreveport,LA,71105
Church of the Holy Cross,875 Cotton St,Shreveport,LA,71101
St James Episcopal Church,1620 Murray St,Alexandria,LA,71301
St Mark's Episcopal Church,PO Box 4443,Shreveport,LA,71134
St Matthias Episcopal Church,3301 Saint Matthias Dr,Shreveport,LA,71119
St Paul's Episcopal Church,275 Southfield Rd,Shreveport,LA,71105
Huntington Park Chr-the Nzrne,6825 Pines Rd,Shreveport,LA,71129
Oakmont Church of God,PO Box 6019,Shreveport,LA,71136
First Lutheran Church Elca,2115 Line Ave,Shreveport,LA,71104
Holy Trinity Lutheran Church,1 N Marigold Dr,Covington,LA,70433
Our Savior Lutheran Church Mo,2010 Bert Kouns Industrial Loop Expy,Shreveport,LA,71118
Broadmoor United Methodist Chr,10230 Mollylea Dr,Baton Rouge,LA,70815
Cedar Grove United Methodist,6806 Southern Ave,Shreveport,LA,71106
Christ United Methodist Church,1204 Crabapple Dr,Shreveport,LA,71118
Lakeview United Methodist Chr,301 Lakeshore Dr,Minden,LA,71055
Lane Chapel Cme,1007 Norma Ave,Shreveport,LA,71103
Mangum Memorial United Meth,3939 Pines Rd,Shreveport,LA,71119
Morningside United Methodist,5500 Hearne Ave,Shreveport,LA,71108
Noel Memorial United Meth Chr,520 Herndon St,Shreveport,LA,71101
North Highlands United Meth,835 Poleman Rd,Shreveport,LA,71107
St James United Methodist Chr,850 Hope St,Shreveport,LA,71101
St Luke United Methodist Chr,6012 Youree Dr,Shreveport,LA,71105
St Paul United Methodist Chr,1001 Pierre Ave,Shreveport,LA,71103
Summer Grove United Methodist,9119 Dean Rd,Shreveport,LA,71118
Williams Memorial Cme Temple,1501 Peabody St,Shreveport,LA,71103
Christian Center of Shreveport,207 Idema St,Shreveport,LA,71106
Church at Red River,PO Box 52746,Shreveport,LA,71135
End Time Harvester Church,PO Box 37531,Shreveport,LA,71133
Faith Tabernacle Church,4901 Pine Hill Rd,Shreveport,LA,71107
Fountain of Life Christian Ctr,7340 Union Ave,Shreveport,LA,71106
New Creation Family Church,8410 Kingston Rd,Shreveport,LA,71108
Project Love Chr-Jesus Christ,6035 Fairfield Ave,Shreveport,LA,71106
Shreveport Christian Church,900 Francais Dr,Shreveport,LA,71118
Word of Faith Church Intl,PO Box 17858,Shreveport,LA,71138
St George Greek Orthodox,1719 Creswell Ave,Shreveport,LA,71101
Assembly of God Glad Tidings,8957 Kingston Rd,Shreveport,LA,71118
Broadmoor Assembly of God,8925 Youree Dr,Shreveport,LA,71115
Bryant's Temple Chr-God-Christ,6805 W Canal Blvd,Shreveport,LA,71108
Church of the Living God,1634 Alma St,Shreveport,LA,71108
First Assembly of God,715 Cypress St,West Monroe,LA,71291
New Testament United Pntcstl,PO Box 37471,Shreveport,LA,71133
Temple of Deliverance Full,361 E 70th St,Shreveport,LA,71106
Word of Life Ctr,PO Box 18862,Shreveport,LA,71138
Broadmoor Presbyterian Church,9340 Florida Blvd,Baton Rouge,LA,70815
First Presbyterian Church,1041 9th St,Slidell,LA,70458
